CIK,Ticker_Symbol,Company_Name,Sector,Data_Date,Market_Capitalization,Total_Assets,Total_Liabilities,Net_Income_Before_Extra_Items,Cash_Flow_From_Operations,Total_Long_Term_Debt,Current_Assets,Current_Liabilities,Common_Shares_Outstanding,Total_Sales,Cost_Of_Goods_Sold
0001673985,ASIX,ADVANSIX INC,Basic Industries,2016-12-31,674.8936,904.957,689.595,34.147,113.74,265.334,282.538,273.978,30.483,1191.524,1060.09
0001673985,ASIX,ADVANSIX INC,Basic Industries,2017-12-31,1282.4198,1050.274,673.949,146.699,134.607,248.815,387.773,296.794,30.483,1475.194,1202.586
0001673985,ASIX,ADVANSIX INC,Basic Industries,2018-12-31,714.2573,1034.626,614.288,66.244,173.385,200.432,311.063,284.724,29.345,1524.984,1270.768
0001674335,JELD,JELD-WEN HOLDING INC,Basic Industries,2017-12-31,4172.8263,2862.94,2070.903,10.791,265.793,1264.933,1145.241,577.521,105.99,3763.934,2836.761
0001674335,JELD,JELD-WEN HOLDING INC,Basic Industries,2018-12-31,1439.6293,3051.055,2283.248,144.36,219.653,1422.962,1151.477,670.269,101.311,4346.703,3333.872
0001674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Consumer Durables,2009-09-30,3241.5,9447.0,5863.0,78.0,1025.0,1537.0,2473.0,1566.0,75.0,8106.0,5951.0
0001674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Consumer Durables,2010-09-30,3852.83,9531.0,5728.0,301.0,507.0,1108.0,2833.0,1687.0,79.0,9012.0,6691.0
0001674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Consumer Durables,2011-09-30,3442.92,12966.0,8831.0,56.0,245.0,3648.0,3387.0,1739.0,78.0,6502.0,4575.0
0001674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Consumer Durables,2012-09-30,5656.4,12524.0,8495.0,38.0,354.0,3131.0,3209.0,1913.0,79.0,8206.0,5567.0
0001674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Consumer Durables,2013-09-30,7120.96,12088.0,7535.0,677.0,733.0,2947.0,2873.0,1727.0,77.0,7813.0,5016.0
0001674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Consumer Durables,2014-09-30,7287.0,10951.0,7368.0,72.0,643.0,2942.0,3561.0,1687.0,70.0,6121.0,4298.0
0001674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Consumer Durables,2015-09-30,6741.54,10064.0,7027.0,191.0,334.0,3348.0,3248.0,1448.0,67.0,5387.0,3521.0
0001674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Consumer Durables,2016-09-30,7188.9,9697.0,6532.0,2.0,663.0,3055.0,2866.0,1216.0,62.0,4948.0,3066.0
0001674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Consumer Durables,2017-09-30,4054.18,8618.0,5212.0,-105.0,365.0,2584.0,1903.0,968.0,62.0,3260.0,2137.0
0001674862,ASH,ASHLAND GLOBAL HOLDINGS INC,Consumer Durables,2018-09-30,5199.32,8252.0,4846.0,105.0,297.0,2275.0,1712.0,1075.0,62.0,3743.0,2449.0
0001674910,VVV,VALVOLINE INC,Basic Industries,2016-09-30,4815.45,1825.0,2155.0,273.0,311.0,730.0,730.0,400.0,205.0,1929.0,1130.0
0001674910,VVV,VALVOLINE INC,Basic Industries,2017-09-30,4760.35,1915.0,2032.0,304.0,-130.0,1092.0,790.0,478.0,203.0,2084.0,1264.0
0001674910,VVV,VALVOLINE INC,Basic Industries,2018-09-30,4043.88,1854.0,2212.0,166.0,320.0,1339.0,725.0,411.0,188.0,2285.0,1424.0
0001675149,AA,ALCOA CORP,Basic Industries,2016-12-31,5136.7025,16741.0,9044.0,-400.0,-311.0,1424.0,3181.0,2821.0,182.931,9318.0,7898.0
0001675149,AA,ALCOA CORP,Basic Industries,2017-12-31,9976.7779,17447.0,10649.0,217.0,1224.0,1388.0,4238.0,3252.0,185.201,11652.0,9017.0
0001675149,AA,ALCOA CORP,Basic Industries,2018-12-31,4911.1866,15938.0,8544.0,227.0,448.0,1801.0,4134.0,2919.0,184.77,13403.0,10055.0
0001677703,CNDT,CONDUENT INC,Miscellaneous,2016-12-31,3022.8375,7709.0,4279.0,-983.0,108.0,1913.0,1917.0,1402.0,202.875,6491.0,5087.0
0001677703,CNDT,CONDUENT INC,Miscellaneous,2017-12-31,3400.7104,7548.0,3877.0,167.0,302.0,1979.0,2710.0,1368.0,210.44,6022.0,4723.0
0001677703,CNDT,CONDUENT INC,Miscellaneous,2018-12-31,2246.1828,6680.0,3316.0,-426.0,283.0,1512.0,1964.0,1197.0,211.306,5393.0,4182.0
0001679049,INSW,INTERNATIONAL SEAWAYS INC,Consumer Services,2016-12-31,409.8136,1662.521,483.009,-18.223,116.768,433.468,170.909,45.103,29.189,398.319,192.629
0001679049,INSW,INTERNATIONAL SEAWAYS INC,Consumer Services,2017-12-31,537.0014,1664.484,578.83,-106.088,-3.825,528.874,131.792,47.235,29.09,290.101,198.041
0001679049,INSW,INTERNATIONAL SEAWAYS INC,Consumer Services,2018-12-31,491.4754,1848.601,838.746,-88.94,-12.48,759.112,167.62,75.27,29.185,270.361,207.174
0001679082,MYOV,MYOVANT SCIENCES LTD,Health Care,2017-03-31,707.6402,185.278,18.502,-83.44,-18.215,0.0,184.164,18.337,60.276,0.0,0.0
0001679082,MYOV,MYOVANT SCIENCES LTD,Health Care,2018-03-31,1297.4275,119.101,81.372,-143.255,-117.255,43.624,114.763,37.085,60.998,0.0,0.0
0001679082,MYOV,MYOVANT SCIENCES LTD,Health Care,2019-03-31,1720.0006,172.977,168.643,-273.551,-224.088,93.24,166.792,71.973,72.057,0.0,0.0
0001679273,LW,LAMB WESTON HOLDINGS INC,Consumer Non-Durables,2017-05-31,6779.3408,2485.6,3082.1,324.8,446.9,2365.0,858.2,555.4,146.075,3168.0,2274.9
0001679273,LW,LAMB WESTON HOLDINGS INC,Consumer Non-Durables,2018-05-31,9328.665,2752.6,3031.8,414.1,481.2,2336.7,930.4,518.7,146.332,3423.7,2405.5
0001679273,LW,LAMB WESTON HOLDINGS INC,Consumer Non-Durables,2019-05-31,8654.5883,3048.1,3052.7,467.8,680.9,2280.2,961.5,552.8,146.069,3756.5,2595.3
0001680247,PUMP,PROPETRO HOLDING CORP,Energy,2017-12-31,1674.0864,719.032,305.78,12.613,109.257,57.178,235.66,243.596,83.04,981.865,813.823
0001680247,PUMP,PROPETRO HOLDING CORP,Energy,2018-12-31,1234.3408,1274.522,477.167,173.862,393.079,70.0,349.257,352.76,100.19,1704.562,1270.577
0001681459,FTI,TECHNIPFMC PLC,Energy,2017-12-31,14559.15,28263.7,14854.3,113.3,210.7,3777.9,12977.1,9829.4,465.0,15056.9,11909.9
0001681459,FTI,TECHNIPFMC PLC,Energy,2018-12-31,8818.832,24784.5,14315.1,-1921.6,-185.4,4124.3,11781.2,9134.4,450.4,12552.9,9631.3
0001683541,ACB,AURORA CANNABIS INC,Consumer Durables,2018-06-30,5283.4509,1910.716,347.585,71.936,-81.667,200.76,219.698,75.165,568.113,55.196,10.755
0001683541,ACB,AURORA CANNABIS INC,Consumer Durables,2019-06-30,10438.9241,5502.83,1112.783,-290.837,-192.245,395.158,664.167,436.365,1017.439,247.939,75.875
0001683606,CARS,CARS.COM INC,Technology,2017-12-31,2065.7515,2511.039,831.911,224.443,185.929,557.194,142.639,90.149,71.628,626.262,139.703
0001683606,CARS,CARS.COM INC,Technology,2018-12-31,1467.633,2600.549,973.626,38.809,163.548,665.306,153.937,110.71,68.262,662.127,159.222
0001685715,JAG,JAGGED PEAK ENERGY INC,Energy,2017-12-31,3360.0512,1103.428,404.083,-76.458,178.871,155.0,61.063,174.475,212.931,267.312,38.665
0001685715,JAG,JAGGED PEAK ENERGY INC,Energy,2018-12-31,1944.2746,1767.141,819.191,165.458,427.656,489.239,201.134,187.982,213.188,581.644,77.111
0001687221,REVG,REV GROUP INC,Capital Goods,2017-10-31,1654.9668,1254.432,681.992,31.371,33.175,229.105,726.832,410.079,64.146,2267.783,1945.177
0001687221,REVG,REV GROUP INC,Capital Goods,2018-10-31,683.8824,1408.1,875.7,13.0,-19.2,420.6,843.1,417.2,62.684,2381.3,2074.5
0001687932,JILL,J JILL INC,Consumer Non-Durables,2018-01-31,369.7129,597.557,418.241,55.365,76.354,238.881,132.468,105.52,43.753,698.145,234.065
0001687932,JILL,J JILL INC,Consumer Non-Durables,2019-01-31,259.8484,626.988,413.193,30.525,67.503,237.464,175.294,103.117,43.672,706.262,245.982
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2009-03-31,5581.2232,15618.7,10108.8,1115.2,1986.4,4172.6,7707.2,4016.2,151.499,16739.9,13260.7
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2010-03-31,8388.7355,16455.0,9947.0,817.0,1643.0,3669.0,8422.0,4122.0,153.95,16063.0,12797.0
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2011-03-31,7527.8591,16120.0,8560.0,706.0,1564.0,2409.0,7557.0,4178.0,154.481,16042.0,12925.0
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2012-03-31,4646.7179,11189.0,8355.0,-4243.0,1176.0,1486.0,4883.0,4536.0,155.201,16123.0,13250.0
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2013-03-31,7392.5737,11251.0,8091.0,497.0,1119.0,2498.0,5673.0,3349.0,150.164,14993.0,11838.0
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2014-03-31,8853.6282,11389.0,7445.0,859.0,1560.0,2207.0,5628.0,3462.0,145.571,12998.0,9272.0
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2015-03-31,9059.1014,10201.0,7252.0,21.0,1433.0,1765.0,4905.0,3601.0,138.773,12173.0,9534.0
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2016-03-31,4758.9226,7736.0,5704.0,60.0,802.0,1934.0,3412.0,2608.0,138.381,7106.0,5185.0
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2017-03-31,9751.044,8663.0,6497.0,-123.0,978.0,2225.0,3247.0,2950.0,141.299,7607.0,5545.0
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2018-03-31,28688.8493,33921.0,20084.0,1751.0,3243.0,6306.0,9617.0,9852.0,285.376,24556.0,17944.0
0001688568,DXC,DXC TECHNOLOGY CO,Technology,2019-03-31,17262.4118,29574.0,17849.0,1222.0,1783.0,5470.0,9066.0,9453.0,268.425,20753.0,14946.0
0001688941,FBM,FOUNDATION BLDG MRL INC,Consumer Services,2017-12-31,633.9734,1354.177,975.513,82.48,77.261,592.681,548.658,242.278,42.865,2060.902,1462.226
0001688941,FBM,FOUNDATION BLDG MRL INC,Consumer Services,2018-12-31,356.5572,1316.707,950.358,-36.419,69.235,591.155,523.856,219.616,42.907,2044.312,1453.54
0001689662,ARD,ARDAGH GROUP SA,Consumer Durables,2017-12-31,4985.93,11178.056,12556.979,64.919,1002.635,8326.437,3434.685,2301.011,236.3,9189.617,7163.91
0001689662,ARD,ARDAGH GROUP SA,Consumer Durables,2018-12-31,2618.204,10314.0,11823.0,-94.0,855.0,7761.0,3036.0,2417.0,236.3,9097.0,7214.0
0001689813,BHVN,BIOHAVEN PHRMCUTCL HLD,Health Care,2017-12-31,972.8448,146.888,14.917,-127.19,-94.815,0.0,136.665,9.429,36.058,0.0,0.0
0001689813,BHVN,BIOHAVEN PHRMCUTCL HLD,Health Care,2018-12-31,1634.442,290.012,139.092,-240.922,-197.141,0.0,272.339,19.534,44.198,0.0,0.0
0001689923,AYX,ALTERYX INC,Technology,2017-12-31,1506.9765,291.416,137.912,-17.499,18.943,0.055,242.339,130.84,59.635,131.607,18.29
0001689923,AYX,ALTERYX INC,Technology,2018-12-31,3662.1626,618.167,316.349,28.02,26.089,173.647,461.813,124.58,61.58,253.57,17.791
0001690334,SMHI,SEACOR MARINE HLDGS INC,Transportation,2017-12-31,206.7975,1008.504,485.338,-32.901,34.739,292.041,177.29,99.218,17.675,173.783,159.599
0001690334,SMHI,SEACOR MARINE HLDGS INC,Transportation,2018-12-31,240.3626,1102.935,548.0,-77.608,-53.025,387.854,179.032,83.617,20.439,253.609,186.566
0001690511,GOOS,CANADA GOOSE HLDG,Consumer Non-Durables,2017-03-31,2256.6804,380.869,234.701,21.64,39.33,146.089,163.223,64.269,106.397,403.777,189.789
0001690511,GOOS,CANADA GOOSE HLDG,Consumer Non-Durables,2018-03-31,4672.7791,548.438,304.828,96.055,126.231,137.074,300.969,133.596,108.392,591.181,238.739
0001690511,GOOS,CANADA GOOSE HLDG,Consumer Non-Durables,2019-03-31,7066.924,725.4,326.3,143.6,73.4,145.2,413.2,136.6,110.111,830.5,308.7
0001690820,CVNA,CARVANA CO,Consumer Durables,2017-12-31,345.9955,641.137,361.593,-19.963,-199.924,48.469,489.718,306.031,18.096,858.87,790.779
0001690820,CVNA,CARVANA CO,Consumer Durables,2018-12-31,1347.9137,991.013,763.585,-67.34,-414.34,425.349,662.854,329.511,41.208,1955.467,1754.755
0001690947,HEXO,HEXO CORP,Consumer Durables,2019-07-31,1433.9596,881.04,104.284,-81.564,-128.436,30.257,314.553,52.685,256.982,47.541,-1.127
0001691303,HCC,WARRIOR MET COAL INC,Energy,2017-12-31,1340.0926,993.315,580.292,455.046,434.512,342.948,268.869,108.22,53.284,1169.092,619.118
0001691303,HCC,WARRIOR MET COAL INC,Energy,2018-12-31,1244.6305,1395.04,682.428,696.787,559.396,468.231,469.169,124.432,51.623,1378.007,722.198
0001692063,SNDR,SCHNEIDER NATIONAL INC,Transportation,2017-12-31,5051.6928,3330.5,1440.3,389.9,461.3,420.6,1094.0,462.0,176.88,4383.6,3718.5
0001692063,SNDR,SCHNEIDER NATIONAL INC,Transportation,2018-12-31,3304.5713,3624.5,1492.2,268.9,566.5,359.6,1324.3,522.6,176.999,4977.0,4163.6
0001692115,SWX,SOUTHWEST GAS HOLDINGS INC,Public Utilities,2009-12-31,1286.4748,3906.292,2804.206,87.482,405.802,1269.357,417.632,474.23,45.092,1893.824,1495.351
0001692115,SWX,SOUTHWEST GAS HOLDINGS INC,Public Utilities,2010-12-31,1672.1153,3984.193,2817.197,103.877,370.993,1124.681,445.894,596.961,45.599,1830.371,1407.791
0001692115,SWX,SOUTHWEST GAS HOLDINGS INC,Public Utilities,2011-12-31,1952.6704,4276.007,3050.976,112.287,252.042,930.858,461.632,847.568,45.956,1887.188,1436.639
0001692115,SWX,SOUTHWEST GAS HOLDINGS INC,Public Utilities,2012-12-31,1957.1367,4488.057,3179.559,133.331,386.324,1268.373,458.417,535.129,46.148,1927.778,1432.832
0001692115,SWX,SOUTHWEST GAS HOLDINGS INC,Public Utilities,2013-12-31,2591.764,4565.174,3152.779,145.32,346.209,1381.327,494.672,434.164,46.356,1950.782,1439.75
0001692115,SWX,SOUTHWEST GAS HOLDINGS INC,Public Utilities,2014-12-31,2875.5866,5214.515,3728.249,141.126,346.423,1657.634,606.783,470.117,46.523,2121.707,1584.197
0001692115,SWX,SOUTHWEST GAS HOLDINGS INC,Public Utilities,2015-12-31,2613.3153,5358.685,3750.252,138.317,547.147,1551.204,558.174,535.045,47.377,2463.625,1905.182
0001692115,SWX,SOUTHWEST GAS HOLDINGS INC,Public Utilities,2016-12-31,3638.0708,5581.126,3897.263,152.041,598.389,1549.983,533.307,628.375,47.482,2460.49,1875.644
0001692115,SWX,SOUTHWEST GAS HOLDINGS INC,Public Utilities,2017-12-31,3870.2832,6237.066,4424.663,193.841,369.955,1798.576,657.032,815.881,48.09,2548.792,1974.141
0001692115,SWX,SOUTHWEST GAS HOLDINGS INC,Public Utilities,2018-12-31,4056.489,7357.729,5024.308,182.277,528.856,2107.258,839.769,938.645,53.026,2880.013,2273.368
0001692819,VST,VISTRA ENERGY CORP,Public Utilities,2016-12-31,6627.49,15167.0,8570.0,22688.0,-157.0,4577.0,2473.0,1504.0,427.58,5164.0,4364.0
0001692819,VST,VISTRA ENERGY CORP,Public Utilities,2017-12-31,7848.2697,14600.0,8258.0,-254.0,1386.0,4379.0,2673.0,1351.0,428.399,5430.0,4213.0
0001692819,VST,VISTRA ENERGY CORP,Public Utilities,2018-12-31,11289.6914,26024.0,18157.0,-54.0,1471.0,10874.0,3435.0,3625.0,493.215,9144.0,6985.0
0001693256,WTTR,SELECT ENERGY SERVICES INC,Energy,2017-12-31,1202.2714,1356.368,292.999,-16.816,-2.899,76.219,446.516,185.193,65.914,692.491,533.066
0001693256,WTTR,SELECT ENERGY SERVICES INC,Energy,2018-12-31,499.0082,1360.605,249.832,36.512,232.409,45.273,432.152,179.719,78.957,1528.93,1199.911
0001694028,LBRT,LIBERTY OILFIELD SVS,Energy,2018-12-31,885.262,1116.501,375.687,126.349,351.258,106.139,461.221,219.736,68.36,2155.136,1628.753
0001694426,DK,DELEK US HOLDINGS INC,Energy,2009-12-31,365.7038,1223.0,692.0,2.3,137.8,234.4,311.6,322.2,53.701,2666.7,2612.7
0001694426,DK,DELEK US HOLDINGS INC,Energy,2010-12-31,396.0538,1144.6,701.3,-79.9,71.0,281.7,299.4,292.5,54.403,3755.6,3641.9
0001694426,DK,DELEK US HOLDINGS INC,Energy,2011-12-31,662.1908,2230.6,1577.0,158.3,130.1,358.4,1050.6,994.7,58.036,7198.2,6750.2
0001694426,DK,DELEK US HOLDINGS INC,Energy,2012-12-31,1509.5784,2623.7,1545.7,272.8,462.9,310.0,1359.7,999.1,59.62,8726.7,8066.9
0001694426,DK,DELEK US HOLDINGS INC,Energy,2013-12-31,2038.0699,2834.4,1714.0,117.7,102.5,376.6,1410.5,1080.8,59.229,8706.8,8258.2
0001694426,DK,DELEK US HOLDINGS INC,Energy,2014-12-31,1562.3802,2891.4,1693.0,198.6,316.9,533.3,1247.4,857.2,57.272,8324.3,7713.4
0001694426,DK,DELEK US HOLDINGS INC,Energy,2015-12-31,1528.5702,3324.9,1971.0,19.4,180.0,880.5,988.8,759.7,62.137,5762.0,5421.7
0001694426,DK,DELEK US HOLDINGS INC,Energy,2016-12-31,1491.2569,2985.1,1802.6,-240.0,268.2,748.5,1402.2,940.5,61.955,4197.9,4061.9
0001694426,DK,DELEK US HOLDINGS INC,Energy,2017-12-31,2822.1387,5935.2,3971.0,294.7,332.1,875.4,2611.8,2671.7,80.771,7267.1,6722.7
0001694426,DK,DELEK US HOLDINGS INC,Energy,2018-12-31,2535.78,5760.6,3952.5,356.9,560.3,1751.3,2420.3,1663.5,78.0,10233.1,9203.6
0001697500,SOI,SOLARIS OILFIELD IF INC,Energy,2017-12-31,407.0255,287.06,45.5,3.388,26.729,0.179,87.554,20.501,19.011,67.395,26.774
0001697500,SOI,SOLARIS OILFIELD IF INC,Energy,2018-12-31,326.43,458.607,117.729,41.201,116.365,13.154,80.765,35.325,27.0,197.196,71.433
0001698990,MGY,MAGNOLIA OIL & GAS CORP,Energy,2017-12-31,799.6625,653.937,24.554,1.532,0.236,0.0,0.994,1.804,81.25,0.0,0.0
0001698990,MGY,MAGNOLIA OIL & GAS CORP,Energy,2018-12-31,1752.4929,3433.523,725.568,257.648,590.282,388.635,292.359,197.361,156.333,882.404,128.573
0001699039,RNGR,RANGER ENERGY SERVICES,Energy,2017-12-31,77.652,259.7,64.0,-6.6,-17.3,7.3,49.7,52.9,8.413,154.0,126.4
0001699039,RNGR,RANGER ENERGY SERVICES,Energy,2018-12-31,43.6813,302.5,110.5,-3.3,27.6,51.3,61.1,58.9,8.449,303.1,236.9
0001699136,WHD,CACTUS INC,Energy,2018-12-31,1032.0961,584.744,222.416,51.683,167.18,8.741,274.505,74.624,37.654,544.135,296.19
0001699150,GDI,GARDNER DENVER HOLDINGS INC,Technology,2009-12-31,2220.7696,1939.048,875.039,-165.185,211.311,330.935,718.511,323.53,52.192,1778.145,1158.801
0001699150,GDI,GARDNER DENVER HOLDINGS INC,Technology,2010-12-31,3591.0964,2027.098,837.425,172.962,202.248,250.682,828.537,359.6,52.181,1895.104,1208.448
0001699150,GDI,GARDNER DENVER HOLDINGS INC,Technology,2011-12-31,3903.1661,2365.568,1085.937,277.563,299.811,326.133,1015.734,505.754,50.651,2370.903,1502.765
0001699150,GDI,GARDNER DENVER HOLDINGS INC,Technology,2012-12-31,3366.364,2490.192,1036.029,263.266,288.809,9.727,1105.377,762.481,49.144,2355.525,1483.36
0001699150,GDI,GARDNER DENVER HOLDINGS INC,Technology,2017-12-31,6657.6767,4621.2,3144.4,18.4,200.5,2019.3,1463.6,561.8,196.218,2375.4,1430.9
0001699150,GDI,GARDNER DENVER HOLDINGS INC,Technology,2018-12-31,4052.5765,4487.1,2811.1,269.4,444.5,1664.2,1331.2,596.4,198.17,2689.8,1632.5
0001701040,CISN,CISION LTD,Technology,2017-12-31,1455.6775,1935.358,1618.989,-123.042,68.848,1266.121,281.558,266.383,122.635,631.637,161.021
0001701040,CISN,CISION LTD,Technology,2018-12-31,1552.7889,1866.376,1578.059,-24.394,127.128,1205.76,248.475,280.368,132.717,730.373,218.486
0001701051,WOW,WIDEOPENWEST INC,Consumer Services,2017-12-31,934.6734,2441.6,2646.0,159.5,195.5,2227.2,165.2,191.4,88.427,1188.1,626.5
0001701051,WOW,WIDEOPENWEST INC,Consumer Services,2018-12-31,589.5084,2419.6,2709.9,-90.6,269.3,2271.4,112.4,224.1,82.68,1153.8,619.0
0001701114,APRN,BLUE APRON HOLDNG INC,Consumer Services,2017-12-31,771.2816,517.709,293.859,-210.143,-152.442,195.349,282.749,90.709,191.385,881.191,627.964
0001701114,APRN,BLUE APRON HOLDNG INC,Consumer Services,2018-12-31,198.1982,354.899,235.597,-122.149,-76.9,154.514,142.002,67.539,194.312,667.6,433.496
0001702780,ATUS,ALTICE USA INC,Consumer Services,2009-12-31,7798.208,9325.725,14468.984,285.59,1637.568,10839.677,2055.365,2070.24,302.022,7773.276,3369.028
0001702780,ATUS,ALTICE USA INC,Consumer Services,2010-12-31,9989.6695,8840.685,15121.42,365.07,1666.511,12126.732,1639.875,2162.113,295.203,7231.249,3007.883
0001702780,ATUS,ALTICE USA INC,Consumer Services,2011-12-31,3900.6598,7143.325,12703.628,238.234,1526.843,10792.752,1354.952,1595.428,274.308,6700.848,2968.54
0001702780,ATUS,ALTICE USA INC,Consumer Services,2012-12-31,3954.6031,7246.224,12872.231,33.273,1498.488,10578.202,1373.487,1692.948,264.699,6692.559,3323.655
0001702780,ATUS,ALTICE USA INC,Consumer Services,2013-12-31,4800.5065,6591.076,11865.326,127.345,1365.876,9419.783,1724.434,1441.052,267.736,6232.152,3079.226
0001702780,ATUS,ALTICE USA INC,Consumer Services,2014-12-31,5662.7491,6765.171,11797.185,308.617,1377.072,9134.654,1930.666,1750.168,274.358,6460.946,3136.808
0001702780,ATUS,ALTICE USA INC,Consumer Services,2015-12-31,8827.049,6867.293,11778.877,187.99,1257.603,8620.404,1875.586,2188.642,276.71,6513.043,3198.194
0001702780,ATUS,ALTICE USA INC,Consumer Services,2017-12-31,15647.9749,34775.225,29048.095,1520.031,2001.743,21347.954,853.56,2492.983,737.069,9326.57,3035.655
0001702780,ATUS,ALTICE USA INC,Consumer Services,2018-12-31,11713.3408,33613.808,29803.565,18.833,2508.317,22653.975,903.254,2021.191,709.04,9566.608,3173.076
0001703056,ADT,ADT INC,Consumer Services,2018-12-31,4608.9548,17208.608,12983.803,-609.155,1787.607,9944.112,854.017,1012.49,766.881,4581.839,1041.336
0001703141,DESP,DESPEGAR COM CORP,Consumer Services,2017-12-31,1898.7856,738.694,520.736,42.366,61.226,0.0,633.708,387.606,69.097,523.94,128.653
0001703141,DESP,DESPEGAR COM CORP,Consumer Services,2018-12-31,840.0453,763.947,516.373,19.154,-17.62,0.0,657.761,389.162,67.691,530.614,156.985
0001704235,QES,QUINTANA ENERGY SVC INC,Energy,2018-12-31,116.0519,324.549,122.729,-16.636,39.939,32.951,160.135,89.523,33.541,604.354,468.502
0001704715,CTRA,CONTURA ENERGY INC,Energy,2017-12-31,589.3465,836.6,743.952,173.735,305.565,361.973,463.154,242.175,9.925,1649.969,1328.306
0001704715,CTRA,CONTURA ENERGY INC,Energy,2018-12-31,1255.634,2746.058,1674.918,302.854,158.381,545.269,829.601,355.236,19.1,2031.205,1627.743
0001704720,CNNE,CANNAE HOLDINGS INC,Consumer Services,2017-12-31,1207.427,1487.2,334.1,-38.9,-90.7,12.7,350.2,249.8,70.9,1169.5,1195.7
0001704720,CNNE,CANNAE HOLDINGS INC,Consumer Services,2018-12-31,1236.4749,1459.5,259.8,27.6,-22.9,42.2,451.7,160.0,72.224,1199.8,1264.8
0001705682,VNTR,VENATOR MATERIALS PLC,Basic Industries,2017-12-31,2344.72,2847.0,1742.0,126.0,338.0,743.0,1169.0,659.0,106.0,2209.0,1746.0
0001705682,VNTR,VENATOR MATERIALS PLC,Basic Industries,2018-12-31,444.14,2485.0,1630.0,-163.0,282.0,740.0,1125.0,543.0,106.0,2265.0,1779.0
0001707092,DLPH,DELPHI TECHNOLOGIES PLC,Capital Goods,2017-12-31,4649.5241,3793.0,3561.0,285.0,389.0,1515.0,2058.0,1396.0,88.613,4849.0,3696.0
0001707092,DLPH,DELPHI TECHNOLOGIES PLC,Capital Goods,2018-12-31,1267.2054,3893.0,3455.0,358.0,419.0,1488.0,1931.0,1377.0,88.492,4858.0,3778.0
0001707178,CPLG,COREPOINT LODGING INC,Consumer Services,2014-12-31,2883.1317,3265.707,2457.252,-336.794,286.082,1866.698,221.122,167.331,130.695,976.938,470.247
0001707178,CPLG,COREPOINT LODGING INC,Consumer Services,2015-12-31,1691.7502,2985.844,2239.332,26.365,290.495,1694.585,171.923,160.829,124.302,1029.974,490.995
0001707178,CPLG,COREPOINT LODGING INC,Consumer Services,2016-12-31,1659.5859,2892.523,2234.686,-1.288,262.794,1682.436,245.42,180.092,116.79,1006.254,493.254
0001707178,CPLG,COREPOINT LODGING INC,Consumer Services,2017-12-31,2166.2072,2953.096,2124.798,151.965,182.082,1670.447,227.753,198.753,117.346,980.63,497.917
0001707753,ESTC,ELASTIC NV,Technology,2019-04-30,6302.8963,485.738,222.726,-102.303,-23.937,0.0,429.641,203.58,73.675,271.653,72.463
0001707925,LIN,LINDE PLC,Basic Industries,2009-12-31,24613.2482,14317.0,8669.0,1254.0,2168.0,4757.0,2223.0,1813.0,306.478,8956.0,5032.0
0001707925,LIN,LINDE PLC,Basic Industries,2010-12-31,29022.4027,15274.0,9129.0,1195.0,1905.0,5155.0,2378.0,2110.0,303.995,10116.0,5754.0
0001707925,LIN,LINDE PLC,Basic Industries,2011-12-31,31912.857,16356.0,10339.0,1672.0,2455.0,5838.0,2607.0,2535.0,298.53,11252.0,6458.0
0001707925,LIN,LINDE PLC,Basic Industries,2012-12-31,32422.2641,18090.0,11417.0,1692.0,2752.0,6685.0,2792.0,2479.0,296.229,11224.0,6396.0
0001707925,LIN,LINDE PLC,Basic Industries,2013-12-31,38246.244,20255.0,12945.0,1755.0,2917.0,8026.0,2916.0,2664.0,294.134,11925.0,6744.0
0001707925,LIN,LINDE PLC,Basic Industries,2014-12-31,37476.7847,19802.0,13616.0,1694.0,2868.0,8669.0,2839.0,2490.0,289.262,12273.0,6962.0
0001707925,LIN,LINDE PLC,Basic Industries,2015-12-31,29171.6096,18319.0,13413.0,1547.0,2682.0,8975.0,2626.0,1893.0,284.879,10776.0,5960.0
0001707925,LIN,LINDE PLC,Basic Industries,2016-12-31,33387.5482,19332.0,13880.0,1500.0,2773.0,8917.0,2880.0,2478.0,284.901,10534.0,5860.0
0001707925,LIN,LINDE PLC,Basic Industries,2017-12-31,44358.6664,20436.0,13914.0,1247.0,3041.0,7783.0,3285.0,3307.0,286.777,11437.0,6455.0
